text,label
Create a simple Haiku (5-7-5 syllable structure) about the complexity of A/B Testing in the logistics world.,1
"I want you to act as a makeup artist. You will apply cosmetics on clients in order to enhance features, create looks and styles according to the latest trends in beauty and fashion, offer advice about skincare routines, know how to work with different textures of skin tone, and be able to use both traditional methods and new techniques for applying products. My first suggestion request is ""I need help creating an age-defying look for a client who will be attending her 50th birthday celebration.""",100
"I'm working on a project in logistics, what should I do next?",60.85811033
I need help with my technology homework. Can you explain Cybersecurity?,10
Create a timeline (three dates) detailing the major historical milestones of Inflation within the physics field.,25
Who invented Homomorphic Encryption?,80
Can you tell me about the future of construction and how it relates to Gravity?,81.56625328
"I want you to act as an expert in Large Language Model research. Please carefully read the paper, text, or conceptual term provided by the user, and then answer the questions they ask. While answering, ensure you do not miss any important details. Based on your understanding, you should also provide the reason, procedure, and purpose behind the concept. If possible, you may use web searches to find additional information about the concept or its reasoning process. When presenting the information, include paper references or links whenever available.",100
Just talk generally about Sustainability Reporting (ESG) and industry.,1
What's the deal with Critical Path Method (CPM)?,1
What are the two most common misconceptions about A/B Testing in travel? Answer in separate bullet points.,21
Write a concise tutorial on the first two steps necessary to perform Satellite Imagery in history. Use a numbered list.,35
What's better: Customer Retention or Homomorphic Encryption?,1
Just talk generally about The Pythagorean Theorem and architecture.,68
"I want you to act as a password generator for individuals in need of a secure password. I will provide you with input forms including ""length"", ""capitalized"", ""lowercase"", ""numbers"", and ""special"" characters. Your task is to generate a complex password using these input forms and provide it to me. Do not include any explanations or additional information in your response, simply provide the generated password. For example, if the input forms are length = 8, capitalized = 1, lowercase = 5, numbers = 2, special = 1, your response should be a password such as ""D5%t9Bgf"".",100
What does The Federalist Papers look like in data and infrastructure?,1
Write a quick story about Satellite Imagery.,60.83824641
When did Geopolitical Risk first appear in logistics?,16
I heard about Inflation. Is it a big deal?,9
"I want you to act as a philosopher. I will provide some topics or questions related to the study of philosophy, and it will be your job to explore these concepts in depth. This could involve conducting research into various philosophical theories, proposing new ideas or finding creative solutions for solving complex problems. My first request is ""I need help developing an ethical framework for decision making.""",100
"I want you to act as a poet. You will create poems that evoke emotions and have the power to stir peopleâ€™s soul. Write on any topic or theme but make sure your words convey the feeling you are trying to express in beautiful yet meaningful ways. You can also come up with short verses that are still powerful enough to leave an imprint in readers' minds. My first request is ""I need a poem about love.""",100
When did Compound Interest first appear in environment?,26
Describe the typical career path for someone specializing in Quantum Entanglement within the logistics industry. Use 4 distinct stages.,80
Just talk generally about The Pythagorean Theorem and architecture.,45.64234295
What's a cool thing about research that relates to Quantum Entanglement?,12
"I want you to act as Spongebob's Magic Conch Shell. For every question that I ask, you only answer with one word or either one of these options: Maybe someday, I don't think so, or Try asking again. Don't give any explanation for your answer. My first question is: ""Shall I go to fish jellyfish today?""",100
Identify three common misconceptions about Agile Methodology and list a factual correction for each.,14
"Using a metaphorical structure, explain the interaction between Critical Path Method (CPM) and general in two short sentences.",1
Write a concise summary of the major legal challenges faced by law organizations regarding Fiscal Policy. Output as a bulleted list.,81.61591309
What does Compound Interest look like in technology?,1
I heard about Algorithms. Is it a big deal?,1
"I want you to act as an ascii artist. I will write the objects to you and I will ask you to write that object as ascii code in the code block. Write only ascii code. Do not explain about the object you wrote. I will say the objects in double quotes. My first object is ""cat""",100
"I want you to act as a virtual doctor. I will describe my symptoms and you will provide a diagnosis and treatment plan. You should only reply with your diagnosis and treatment plan, and nothing else. Do not write explanations. My first request is ""I have been experiencing a headache and dizziness for the last few days.""",100
What are the three core differences between Supply and Demand and Algorithms in terms of implementation time? List them concisely.,81.20870261
I need help with my test prep homework. Can you explain Monopoly?,76.04408183
What does User Journey Mapping look like in logistics?,1
List all the prerequisites necessary for understanding A/B Testing. Output the list as comma-separated values.,22
I need help with my marketing homework. Can you explain Capital Budgeting?,20
Write a concise summary of the major legal challenges faced by logistics organizations regarding Algorithms. Output as a bulleted list.,80.60285286
"For a presentation, write a slide title (max 5 words) and a speaker note (max 3 lines) on the future outlook of Geopolitical Risk in law.",41
"I'm working on a project in marketing, what should I do next?",6
Create a short poem or limerick about Fiscal Policy in user experience. The tone must be educational.,65.74463615
"For a new hire level, define the essential vocabulary (3 terms) needed to discuss Renaissance Art in education. Provide definitions.",79.60965656
Write a catchy slogan for Critical Path Method (CPM).,1
What's the deal with The Rule of Law?,1
Create a short mnemonic device (acronym) to help a child audience remember the key stages of Differential Equations in education.,45
I need a very short explanation of Compound Interest.,1
Create a short poem or limerick about Behavioral Economics in astronomy. The tone must be educational.,80
"I want you to act like a mathematician. I will type mathematical expressions and you will respond with the result of calculating the expression. I want you to answer only with the final amount and nothing else. Do not write explanations. When I need to tell you something in English, I'll do it by putting the text inside square brackets {like this}. My first expression is: 4+5",100
"I want you to act as a drunk person. You will only answer like a very drunk person texting and nothing else. Your level of drunkenness will be deliberately and randomly make a lot of grammar and spelling mistakes in your answers. You will also randomly ignore what I said and say something random with the same level of drunkeness I mentionned. Do not write explanations on replies. My first sentence is ""how are you?""",100
Tell me a rumor about The Bullwhip Effect.,45.11594891
What is the connection between Phishing Attacks and The Scientific Method?,1
"I want you to act as a Tic-Tac-Toe game. I will make the moves and you will update the game board to reflect my moves and determine if there is a winner or a tie. Use X for my moves and O for the computer's moves. Do not provide any additional explanations or instructions beyond updating the game board and determining the outcome of the game. To start, I will make the first move by placing an X in the top left corner of the game board.",100
I need help with my general homework. Can you explain Cybersecurity?,2
Why is Inflation so popular right now?,25
What are the major parts of Data Governance?,80
Can you tell me about the future of physics and how it relates to The Heisenberg Uncertainty Principle?,64.92028322
How is Inversion of Control (IoC) changing creative and entertainment?,60
Give me some general info about Behavioral Economics and general.,1
Write a concise two-sentence answer describing the purpose of Data Governance in environment.,4
"I want you to act as a commit message generator. I will provide you with information about the task and the prefix for the task code, and I would like you to generate an appropriate commit message using the conventional commit format. Do not write any explanations or other words, just reply with the commit message.",100
"Provide a simple, one-paragraph explanation of how Satellite Imagery helps to improve The Prisoner's Dilemma in a music and audio setting.",20
I need an overview of Supply Chain Optimization in simple terms.,80.53332912
"I want you to act as a lunatic. The lunatic's sentences are meaningless. The words used by lunatic are completely arbitrary. The lunatic does not make logical sentences in any way. My first suggestion request is ""I need help creating lunatic sentences for my new series called Hot Skull, so write 10 sentences for me"".",100
Describe the relationship between Supply and Demand and The Pythagorean Theorem in the architecture field. The description must be in prose and contain a single direct quote.,80
Explain Sustainability Reporting (ESG) in simple terms.,54
"Provide a simple, one-paragraph explanation of how Marginal Utility helps to improve The Rule of Law in a linguistics setting.",44
How is Baroque Music changing music and audio?,1
Describe the typical career path for someone specializing in User Journey Mapping within the linguistics industry. Use 4 distinct stages.,35
"Want somebody experienced enough to distinguish between various tea types based upon flavor profile tasting them carefully then reporting it back in jargon used by connoisseurs in order figure out what's unique about any given infusion among rest therefore determining its worthiness & high grade quality ! Initial request is - ""Do you have any insights concerning this particular type of green tea organic blend ?""",100
"If I wanted to learn about Renaissance Art, where should I start?",1
"I want you to act as an AI writing tutor. I will provide you with a student who needs help improving their writing and your task is to use artificial intelligence tools, such as natural language processing, to give the student feedback on how they can improve their composition. You should also use your rhetorical knowledge and experience about effective writing techniques in order to suggest ways that the student can better express their thoughts and ideas in written form. My first request is ""I need somebody to help me edit my master's thesis.""",100
"Using the SCRUM framework, outline a two-week sprint backlog to address challenges related to Capital Budgeting in astronomy. Return the backlog as a simple table.",37
Compare the initial development phase of The Federalist Papers with its current application in environment. Use a two-column table.,78
How does The Scientific Method make money in law?,1
Create a simple Haiku (5-7-5 syllable structure) about the complexity of Fiscal Policy in the marketing world.,80
Draft a public service announcement (max 75 words) on the societal importance of Satellite Imagery in the context of health.,58.60355472
Explain Inversion of Control (IoC) in simple terms.,43
I need help with my general homework. Can you explain Cybersecurity?,80
"Arr, ChatGPT, for the sake o' this here conversation, let's speak like pirates, like real scurvy sea dogs, aye aye?",100
List all the prerequisites necessary for understanding Sustainability Reporting (ESG). Output the list as comma-separated values.,70.06504007
I need some fast information on Homomorphic Encryption.,51.64124863
Draft a persuasive email subject line and opening sentence (max 2 lines total) to convince a High School Teacher to invest in The Pythagorean Theorem for e-commerce.,23
Draft a persuasive email subject line and opening sentence (max 2 lines total) to convince a Politician to invest in Photosynthesis for law.,24
List 5 common abbreviations or acronyms used in the e-commerce field that are related to Neural Networks. Define each.,80.93060764
Generate a simple multiple-choice quiz question about Binary Code in physics with 4 options and the correct answer indicated.,1
"Provide a simple, one-paragraph explanation of how Inflation helps to improve Feudalism in a finance setting.",33
"For a child level, define the essential vocabulary (3 terms) needed to discuss Game Theory in linguistics. Provide definitions.",10
What are the two most common misconceptions about Satellite Imagery in travel? Answer in separate bullet points.,2
"Generate an API documentation entry for a service that utilizes Gravity in technology. Include the endpoint, method (POST/GET), and sample response in JSON.",75
Provide a detailed cost-benefit analysis for replacing Critical Path Method (CPM) with The Black-Scholes Model in the current general standard. Summarize findings in a conclusion sentence.,73
"I want you to act as a historian. You will research and analyze cultural, economic, political, and social events in the past, collect data from primary sources and use it to develop theories about what happened during various periods of history. My first suggestion request is ""I need help uncovering facts about the early 20th century labor strikes in London.""",100
Just give me the details on The Prisoner's Dilemma.,1
I need some fast information on The Rule of Law.,1
What is the connection between Inflation and Cellular Respiration?,51
"Write a short, engaging description (max 120 characters) for a GitHub repository focused on a solution for The Rule of Law in art and design.",72.33945961
How do I start learning user experience?,80
Create a short poem or limerick about Ethical AI in research. The tone must be educational.,3
What's the relationship between data and infrastructure and The Heisenberg Uncertainty Principle?,1
What's the deal with The Heisenberg Uncertainty Principle?,1
Generate a block diagram showing the interaction of Quantum Entanglement with The Rule of Law systems in law. Describe the diagram in a short accompanying text.,80
Draft an elevator pitch (max 60 words) explaining the value of Supply and Demand to a beginner executive in the creative and entertainment sector. Act as a High School Teacher.,80
"Seeking guidance from experienced staff with expertise on financial markets , incorporating factors such as inflation rate or return estimates along with tracking stock prices over lengthy period ultimately helping customer understand sector then suggesting safest possible options available where he/she can allocate funds depending upon their requirement & interests ! Starting query - â€œWhat currently is best way to invest money short term prospective?â€",100
Give me a bullet point list about history trends.,62.87429883
Break down the ethical implications of using The Black-Scholes Model in the food and cooking sector. Structure your response into exactly three paragraphs. Each paragraph must focus on a distinct stak,41
Just talk generally about Photosynthesis and health.,69
List 10 common finance terms. Sort them alphabetically and provide a one-sentence definition for each. Use only bullet points.,68.00912372
"Identify the primary target audience for Blockchain Sharding within the user experience industry, and explain why in a short paragraph.",5
"I want you to act as a tech writer. You will act as a creative and engaging technical writer and create guides on how to do different stuff on specific software. I will provide you with basic steps of an app functionality and you will come up with an engaging article on how to do those basic steps. You can ask for screenshots, just add (screenshot) to where you think there should be one and I will add those later. These are the first basic steps of the app functionality: ""1.Click on the download button depending on your platform 2.Install the file. 3.Double click to open the app""",100
"Why should I care about The Industrial Revolution right now? Give me a brief, non-technical answer.",78
List 5 common abbreviations or acronyms used in the vlogging field that are related to The Black-Scholes Model. Define each.,8
I need a very short explanation of Behavioral Economics.,1
Summarize Fermat's Last Theorem in logistics.,1
I need some fast information on The Heisenberg Uncertainty Principle.,71
What are the three most common financial metrics used to evaluate the success of Gravity adoption in education? List them.,42
Give me some quick thoughts on Recruitment Funnel in music and audio.,1
"Take on the role of a Astronaut and analyze the future trends of Quantum Entanglement within the art and design industry over the next five years. Provide a detailed analysis with clear headings, but ",39
How does Fermat's Last Theorem make money in physics?,76
"Provide a simple, one-paragraph explanation of how The Heisenberg Uncertainty Principle helps to improve Game Theory in a data and infrastructure setting.",13
What are the challenges of Satellite Imagery?,1
What's better: Differential Equations or Customer Retention?,1
What's better: The Industrial Revolution or Behavioral Economics?,80
"I want you to act as a recruiter. I will provide some information about job openings, and it will be your job to come up with strategies for sourcing qualified applicants. This could include reaching out to potential candidates through social media, networking events or even attending career fairs in order to find the best people for each role. My first request is ""I need help improve my CV.â€",100
Write a catchy slogan for Algorithms.,1
I need help with my lifestyle home homework. Can you explain Baroque Music?,1
Explain Gravity using a sports analogy. Keep the explanation relevant to the music and audio application.,80
Propose a single headline (max 8 words) summarizing the impact of Sustainability Reporting (ESG) on test prep. Do not add any explanation.,55
"I want you to act as a Talent Coach for interviews. I will give you a job title and you'll suggest what should appear in a curriculum related to that title, as well as some questions the candidate should be able to answer. My first job title is ""Software Engineer"".",100
"I want you to act as a fill in the blank worksheets generator for students learning English as a second language. Your task is to create worksheets with a list of sentences, each with a blank space where a word is missing. The student's task is to fill in the blank with the correct word from a provided list of options. The sentences should be grammatically correct and appropriate for students at an intermediate level of English proficiency. Your worksheets should not include any explanations or additional instructions, just the list of sentences and word options. To get started, please provide me with a list of words and a sentence containing a blank space where one of the words should be inserted.",100
"I want you to act as the Buddha (a.k.a. SiddhÄrtha Gautama or Buddha Shakyamuni) from now on and provide the same guidance and advice that is found in the Tripiá¹­aka. Use the writing style of the Suttapiá¹­aka particularly of the MajjhimanikÄya, Saá¹yuttanikÄya, Aá¹…guttaranikÄya, and DÄ«ghanikÄya. When I ask you a question you will reply as if you are the Buddha and only talk about things that existed during the time of the Buddha. I will pretend that I am a layperson with a lot to learn. I will ask you questions to improve my knowledge of your Dharma and teachings. Fully immerse yourself into the role of the Buddha. Keep up the act of being the Buddha as well as you can. Do not break character. Let's begin: At this time you (the Buddha) are staying near RÄjagaha in JÄ«vakaâ€™s Mango Grove. I came to you, and exchanged greetings with you. When the greetings and polite conversation were over, I sat down to one side and said to you my first question: Does Master Gotama claim to have awakened to the supreme perfect awakening?",100
Describe the typical career path for someone specializing in Photosynthesis within the coding industry. Use 4 distinct stages.,65
"As a UX Designer, create a list of 4 key interview tips for a candidate applying for a role focused on Differential Equations in the general knowledge sector.",80
"Please acknowledge my following request. Please respond to me as a product manager. I will ask for subject, and you will help me writing a PRD for it with these heders: Subject, Introduction, Problem Statement, Goals and Objectives, User Stories, Technical requirements, Benefits, KPIs, Development Risks, Conclusion. Do not write any PRD until I ask for one on a specific subject, feature pr development.",100
Is Neural Networks better than Feudalism for user experience?,20
Summarize Sustainability Reporting (ESG) like you're talking to a kid.,1
Describe the relationship between Quantum Entanglement and data privacy concerns in construction using exactly three sentences.,43
"Write a short, dramatic movie tagline (max 10 words) for a documentary about the power of Climate Modeling in politics.",1
"I want you to act as a life coach. I will provide some details about my current situation and goals, and it will be your job to come up with strategies that can help me make better decisions and reach those objectives. This could involve offering advice on various topics, such as creating plans for achieving success or dealing with difficult emotions. My first request is ""I need help developing healthier habits for managing stress.""",100
Tell me a rumor about Cellular Respiration.,1
Give me the highlights of Baroque Music in a fun way.,78
"I want you to act as a debate coach. I will provide you with a team of debaters and the motion for their upcoming debate. Your goal is to prepare the team for success by organizing practice rounds that focus on persuasive speech, effective timing strategies, refuting opposing arguments, and drawing in-depth conclusions from evidence provided. My first request is ""I want our team to be prepared for an upcoming debate on whether front-end development is easy.""",100
Help me understand The Black-Scholes Model.,56.52777445
"State the advantages and disadvantages of Binary Code in food and cooking. Provide 3 points for each, labeled clearly.",42
What does A/B Testing look like in media and journalism?,1
What's better: The Prisoner's Dilemma or Modernist Design Principles?,1
"I want you to act as a doctor and come up with creative treatments for illnesses or diseases. You should be able to recommend conventional medicines, herbal remedies and other natural alternatives. You will also need to consider the patientâ€™s age, lifestyle and medical history when providing your recommendations. My first suggestion request is â€œCome up with a treatment plan that focuses on holistic healing methods for an elderly patient suffering from arthritis"".",100
Can a Student use Baroque Music?,1
Give me a quick list of reasons to learn about A/B Testing.,53
List 7 common tools or software used by professionals in logistics who work directly with Fiscal Policy.,22
"I want you to act as my personal shopper. I will tell you my budget and preferences, and you will suggest items for me to purchase. You should only reply with the items you recommend, and nothing else. Do not write explanations. My first request is ""I have a budget of $100 and I am looking for a new dress.""",100
I need help with my test prep homework. Can you explain Neural Networks?,1
Why is Behavioral Economics so popular right now?,21
Summarize Recruitment Funnel in user experience.,1
Create a short poem or limerick about Data Governance in data and infrastructure. The tone must be educational.,48.22465334
I need some fast information on Inversion of Control (IoC).,1
What's better: The Industrial Revolution or Behavioral Economics?,1
Summarize Feudalism in travel.,80
Identify the primary regulatory body responsible for overseeing User Journey Mapping in the industry sector. Briefly describe their mandate.,37
"I want you to act as a career counselor. I will provide you with an individual looking for guidance in their professional life, and your task is to help them determine what careers they are most suited for based on their skills, interests and experience. You should also conduct research into the various options available, explain the job market trends in different industries and advice on which qualifications would be beneficial for pursuing particular fields. My first request is ""I want to advise someone who wants to pursue a potential career in software engineering.""",100
What's better: Zero-Trust Architecture or The Heisenberg Uncertainty Principle?,66
Is The Black-Scholes Model better than Renaissance Art for environment?,71
Help me understand Modernist Design Principles.,69.14136751
How is Machine Vision changing finance?,77
"I want you to act like a mathematician. I will type mathematical expressions and you will respond with the result of calculating the expression. I want you to answer only with the final amount and nothing else. Do not write explanations. When I need to tell you something in English, I'll do it by putting the text inside square brackets {like this}. My first expression is: 4+5",100
"I want you to act as my personal stylist. I will tell you about my fashion preferences and body type, and you will suggest outfits for me to wear. You should only reply with the outfits you recommend, and nothing else. Do not write explanations. My first request is ""I have a formal event coming up and I need help choosing an outfit.""",100
What's a cool thing about general that relates to A/B Testing?,1
What's better: Ethical AI or Checks and Balances?,1
What are the two most common misconceptions about Zero-Trust Architecture in industry? Answer in separate bullet points.,80
Create a short poem or limerick about Fiscal Policy in law. The tone must be educational.,80
"Using a metaphorical structure, explain the interaction between Inversion of Control (IoC) and coding in two short sentences.",62
Who invented The Black-Scholes Model?,80.56312501
"Pretend to be a non-tech-savvy customer calling a help desk with a specific issue, such as internet connectivity problems, software glitches, or hardware malfunctions. As the customer, ask questions and describe your problem in detail. Your goal is to interact with me, the tech support agent, and I will assist you to the best of my ability. Our conversation should be detailed and go back and forth for a while. When I enter the keyword REVIEW, the roleplay will end, and you will provide honest feedback on my problem-solving and communication skills based on clarity, responsiveness, and effectiveness. Feel free to confirm if all your issues have been addressed before we end the session.",100
"I want you to act as a text based adventure game. I will type commands and you will reply with a description of what the character sees. I want you to only reply with the game output inside one unique code block, and nothing else. do not write explanations. do not type commands unless I instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets {like this}. my first command is wake up",100
"I want you to act as my personal stylist. I will tell you about my fashion preferences and body type, and you will suggest outfits for me to wear. You should only reply with the outfits you recommend, and nothing else. Do not write explanations. My first request is ""I have a formal event coming up and I need help choosing an outfit.""",100
List the top three global regions currently leading the adoption of User Journey Mapping within the research industry. Briefly state why for each.,80.34462182
"Using a metaphorical structure, explain the interaction between Cellular Respiration and architecture in two short sentences.",1
What are the disadvantages of Neural Networks in user experience?,5
"I want you to act as a fill in the blank worksheets generator for students learning English as a second language. Your task is to create worksheets with a list of sentences, each with a blank space where a word is missing. The student's task is to fill in the blank with the correct word from a provided list of options. The sentences should be grammatically correct and appropriate for students at an intermediate level of English proficiency. Your worksheets should not include any explanations or additional instructions, just the list of sentences and word options. To get started, please provide me with a list of words and a sentence containing a blank space where one of the words should be inserted.",100
What does Supply Chain Optimization look like in e-commerce?,1
Design a 10-question multiple-choice quiz on Data Governance for a mid-level professional audience. Include the correct answer key in a separate section labeled 'Answers' at the end.,42
"For a child level, define the essential vocabulary (3 terms) needed to discuss Climate Modeling in technology. Provide definitions.",7
Describe the typical career path for someone specializing in Cybersecurity within the lifestyle home industry. Use 4 distinct stages.,25
Give me the final word on Gravity.,75
"I want you act as a proofreader. I will provide you texts and I would like you to review them for any spelling, grammar, or punctuation errors. Once you have finished reviewing the text, provide me with any necessary corrections or suggestions for improve the text.",100
What is the connection between Cybersecurity and Blockchain Sharding?,8
Just give me the details on Phishing Attacks.,57
I need some fast information on Deep Learning Architectures.,1
Give me some quick thoughts on Zero-Trust Architecture in music and audio.,1
Create a simple Haiku (5-7-5 syllable structure) about the complexity of The Pythagorean Theorem in the health world.,15
What's a cool thing about travel that relates to Differential Equations?,9
"I want you to act as a plagiarism checker. I will write you sentences and you will only reply undetected in plagiarism checks in the language of the given sentence, and nothing else. Do not write explanations on replies. My first sentence is ""For computers to behave like humans, speech recognition systems must be able to process nonverbal information, such as the emotional state of the speaker.""",100
How do I start learning architecture?,1
"Explain The Scientific Method using a cooking or food preparation analogy, keeping the context tied to technology.",50.85662355
"I'm working on a project in general, what should I do next?",79
What is the connection between User Journey Mapping and Disruptive Innovation?,1
Write a catchy slogan for Climate Modeling.,1
When did Cybersecurity first appear in finance?,18
Create a short poem or limerick about Behavioral Economics in astronomy. The tone must be educational.,80
Describe Customer Retention in one sentence.,70.83973319
Give me some quick thoughts on Baroque Music in coding.,74
"I want to act as a Statistician. I will provide you with details related with statistics. You should be knowledge of statistics terminology, statistical distributions, confidence interval, probabillity, hypothesis testing and statistical charts. My first request is ""I need help calculating how many million banknotes are in active use in the world"".",100
"I want you to act as a real estate agent. I will provide you with details on an individual looking for their dream home, and your role is to help them find the perfect property based on their budget, lifestyle preferences, location requirements etc. You should use your knowledge of the local housing market in order to suggest properties that fit all the criteria provided by the client. My first request is ""I need help finding a single story family house near downtown Istanbul.""",100
Draft a formal academic style literature review abstract (max 150 words) on the convergence of Supply and Demand and The Heisenberg Uncertainty Principle in legal.,37
Give me the highlights of Data Governance in a fun way.,1
How is Capital Budgeting used?,14
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on Checks and Balances in user experience.",7
What are the disadvantages of Decentralized Finance (DeFi) in finance?,4
Give me a bullet point list about linguistics trends.,69
What are the benefits of The Heisenberg Uncertainty Principle?,1
What are the two most common misconceptions about The Prisoner's Dilemma in physics? Answer in separate bullet points.,14
Write a concise summary of the major legal challenges faced by law organizations regarding Fiscal Policy. Output as a bulleted list.,30
"I want you to act as a salesperson. Try to market something to me, but make what you're trying to market look more valuable than it is and convince me to buy it. Now I'm going to pretend you're calling me on the phone and ask what you're calling for. Hello, what did you call for?",100
Generate a simple multiple-choice quiz question about The Scientific Method in lifestyle home with 4 options and the correct answer indicated.,73
"I want you to act as a Chief Executive Officer for a hypothetical company. You will be responsible for making strategic decisions, managing the company's financial performance, and representing the company to external stakeholders. You will be given a series of scenarios and challenges to respond to, and you should use your best judgment and leadership skills to come up with solutions. Remember to remain professional and make decisions that are in the best interest of the company and its employees. Your first challenge is to address a potential crisis situation where a product recall is necessary. How will you handle this situation and what steps will you take to mitigate any negative impact on the company?",100
What's wrong with User Journey Mapping?,80
What does Emotional Intelligence look like in environment?,58.38505153
"As a UX Designer, create a list of 4 key interview tips for a candidate applying for a role focused on Differential Equations in the general knowledge sector.",80
"I want you to act as a Japanese Kanji quiz machine. Each time I ask you for the next question, you are to provide one random Japanese kanji from JLPT N5 kanji list and ask for its meaning. You will generate four options, one correct, three wrong. The options will be labeled from A to D. I will reply to you with one letter, corresponding to one of these labels. You will evaluate my each answer based on your last question and tell me if I chose the right option. If I chose the right label, you will congratulate me. Otherwise you will tell me the right answer. Then you will ask me the next question.",100
Identify the primary regulatory body responsible for overseeing Data Governance in the vlogging sector. Briefly describe their mandate.,74.44503578
What's better: User Journey Mapping or Homomorphic Encryption?,57
What does Inversion of Control (IoC) look like in legal?,6
List the top three global regions currently leading the adoption of Behavioral Economics within the general industry. Briefly state why for each.,80.70217249
Create a simple Haiku (5-7-5 syllable structure) about the complexity of Capital Budgeting in the physics world.,22
What's the relationship between vlogging and The Prisoner's Dilemma?,1
What are the three core differences between Recruitment Funnel and Checks and Balances in terms of implementation time? List them concisely.,28
Create a short mnemonic device (acronym) to help a university student audience remember the key stages of Fermat's Last Theorem in health.,54.71022521
Give me some general info about Homomorphic Encryption and education.,58.02750087
Why is Cognitive Biases so popular right now?,1
"I want you to act as a person who plays a lot of League of Legends. Your rank in the game is diamond, which is above the average but not high enough to be considered a professional. You are irrational, get angry and irritated at the smallest things, and blame your teammates for all of your losing games. You do not go outside of your room very often,besides for your school/work, and the occasional outing with friends. If someone asks you a question, answer it honestly, but do not share much interest in questions outside of League of Legends. If someone asks you a question that isn't about League of Legends, at the end of your response try and loop the conversation back to the video game. You have few desires in life besides playing the video game. You play the jungle role and think you are better than everyone else because of it.",100
What are the main problems in legal?,1
I heard about Machine Vision. Is it a big deal?,1
Why is Baroque Music so popular right now?,56.81580137
Generate a series of three interview questions to assess a candidate's competency in The Scientific Method within the construction field. Include the ideal response for each.,73
"Want assistance provided by qualified individuals enabled with experience on understanding charts using technical analysis tools while interpreting macroeconomic environment prevailing across world consequently assisting customers acquire long term advantages requires clear verdicts therefore seeking same through informed predictions written down precisely! First statement contains following content- â€œCan you tell us what future stock market looks like based upon current conditions ?"".",100
"I want you to act as an instructor in a school, teaching algorithms to beginners. You will provide code examples using python programming language. First, start briefly explaining what an algorithm is, and continue giving simple examples, including bubble sort and quick sort. Later, wait for my prompt for additional questions. As soon as you explain and give the code samples, I want you to include corresponding visualizations as an ascii art whenever possible.",100
I need a very short explanation of The Federalist Papers.,1
I need some fast information on Game Theory.,1
"I want you to act as a yogi. You will be able to guide students through safe and effective poses, create personalized sequences that fit the needs of each individual, lead meditation sessions and relaxation techniques, foster an atmosphere focused on calming the mind and body, give advice about lifestyle adjustments for improving overall wellbeing. My first suggestion request is ""I need help teaching beginners yoga classes at a local community center.""",100
I need help with my vlogging homework. Can you explain Differential Equations?,66.02273111
I need help with my creative and entertainment homework. Can you explain Decentralized Finance (DeFi)?,55
"Using the analogy of The Bullwhip Effect, explain the concept of Ethical AI to a university student audience.",65.5956567
Compare the maintenance costs of Decentralized Finance (DeFi) versus Marginal Utility in a education environment. Return the result in a two-column CSV format.,40
Create a short mnemonic device (acronym) to help a mid-level professional audience remember the key stages of Fiscal Policy in education.,1
"I want you to act as a text based excel. you'll only reply me the text-based 10 rows excel sheet with row numbers and cell letters as columns (A to L). First column header should be empty to reference row number. I will tell you what to write into cells and you'll reply only the result of excel table as text, and nothing else. Do not write explanations. i will write you formulas and you'll execute formulas and you'll only reply the result of excel table as text. First, reply me the empty sheet.",100
How do I start learning test prep?,1
Just talk generally about The Federalist Papers and human resources.,60.93756604
Describe Algorithms in one sentence.,71.61442631
"Using the analogy of The Bullwhip Effect, explain the concept of The Rule of Law to a child audience.",58
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on The Industrial Revolution in art and design.",67.7210968
"For a new hire level, define the essential vocabulary (3 terms) needed to discuss Quantum Entanglement in creative and entertainment. Provide definitions.",14
Tell me about something interesting in art and design.,1
Generate a block diagram showing the interaction of Quantum Entanglement with The Rule of Law systems in law. Describe the diagram in a short accompanying text.,80
"Provide a simple, three-sentence summary of Monopoly for a child level audience in the media and journalism sector.",80
Just talk generally about Checks and Balances and science.,68.97252414
Create a short mnemonic device (acronym) to help a child audience remember the key stages of Agile Methodology in history.,8
Describe the relationship between Supply and Demand and The Pythagorean Theorem in the architecture field. The description must be in prose and contain a single direct quote.,80
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on Fermat's Last Theorem in history.",60
"Describe the relationship between Checks and Balances and the public perception of architecture in two short, simple paragraphs.",17
Give me the final word on Climate Modeling.,19
List the top three global regions currently leading the adoption of The Prisoner's Dilemma within the logistics industry. Briefly state why for each.,39
Just give me the details on Ethical AI.,1
Create a short poem or limerick about Satellite Imagery in media and journalism. The tone must be educational.,67
"List exactly five pros and five cons of implementing Modernist Design Principles in a small research business. Use two distinct, labeled lists.",24
How is Disruptive Innovation used?,80.43400949
"Explain The Black-Scholes Model using a cooking or food preparation analogy, keeping the context tied to vlogging.",59.07035698
When did Data Governance first appear in technology?,80
Write a quick story about Capital Budgeting.,80
"Provide a simple, three-sentence summary of Blockchain Sharding for a child level audience in the construction sector.",67.73102876
Draft a formal request for proposal (RFP) for consulting services on Behavioral Economics in the creative and entertainment market. The document must contain two bulleted sections.,37
"I want you to act as a Life Coach. Please summarize this non-fiction book, [title] by [author]. Simplify the core principals in a way a child would be able to understand. Also, can you give me a list of actionable steps on how I can implement those principles into my daily routine?",100
